model,model_family,run_label,eval_scope,threshold,auc,logloss,accuracy,precision,recall,f1,mcc,tn,fp,fn,tp,fit_seconds,train_rows,eval_rows
LightGBM Quick,LightGBM,lightgbm_quick,quick_test_sample,0.69,0.7133115475446509,0.6656515048423669,0.76018,0.0,0.0,0.0,0.0,76018,0,23982,0,0.5600417999958154,100000,100000
LightGBM Quick,LightGBM,lightgbm_quick,quick_test_sample,0.7,0.7133115475446509,0.6656515048423669,0.76018,0.0,0.0,0.0,0.0,76018,0,23982,0,0.5600417999958154,100000,100000
LightGBM Quick,LightGBM,lightgbm_quick,quick_test_sample,0.71,0.7133115475446509,0.6656515048423669,0.76018,0.0,0.0,0.0,0.0,76018,0,23982,0,0.5600417999958154,100000,100000
LightGBM Quick,LightGBM,lightgbm_quick,quick_test_sample,0.72,0.7133115475446509,0.6656515048423669,0.76018,0.0,0.0,0.0,0.0,76018,0,23982,0,0.5600417999958154,100000,100000
LightGBM Quick,LightGBM,lightgbm_quick,quick_test_sample,0.73,0.7133115475446509,0.6656515048423669,0.76018,0.0,0.0,0.0,0.0,76018,0,23982,0,0.5600417999958154,100000,100000
LightGBM Quick,LightGBM,lightgbm_quick,quick_test_sample,0.74,0.7133115475446509,0.6656515048423669,0.76018,0.0,0.0,0.0,0.0,76018,0,23982,0,0.5600417999958154,100000,100000
LightGBM Quick,LightGBM,lightgbm_quick,quick_test_sample,0.75,0.7133115475446509,0.6656515048423669,0.76018,0.0,0.0,0.0,0.0,76018,0,23982,0,0.5600417999958154,100000,100000
LightGBM Quick,LightGBM,lightgbm_quick,quick_test_sample,0.76,0.7133115475446509,0.6656515048423669,0.76018,0.0,0.0,0.0,0.0,76018,0,23982,0,0.5600417999958154,100000,100000
LightGBM Quick,LightGBM,lightgbm_quick,quick_test_sample,0.77,0.7133115475446509,0.6656515048423669,0.76018,0.0,0.0,0.0,0.0,76018,0,23982,0,0.5600417999958154,100000,100000
LightGBM Quick,LightGBM,lightgbm_quick,quick_test_sample,0.78,0.7133115475446509,0.6656515048423669,0.76018,0.0,0.0,0.0,0.0,76018,0,23982,0,0.5600417999958154,100000,100000
LightGBM Quick,LightGBM,lightgbm_quick,quick_test_sample,0.79,0.7133115475446509,0.6656515048423669,0.76018,0.0,0.0,0.0,0.0,76018,0,23982,0,0.5600417999958154,100000,100000
LightGBM Quick,LightGBM,lightgbm_quick,quick_test_sample,0.8,0.7133115475446509,0.6656515048423669,0.76018,0.0,0.0,0.0,0.0,76018,0,23982,0,0.5600417999958154,100000,100000
